display_title,mpaa_rating,critics_pick,byline,headline,summary_short,publication_date,opening_date,date_updated,boxoffice,genre,director,writer,actor,nomination
What Is a Man Without a Mustache?,PG-13,0,NATHAN LEE,Random Bits of Whimsy in Croatia in 'What Is a Man Without a Mustache?',"Quirks of fate give shape to ""What Is a Man Without a Mustache?,"" a pleasant if inconsequential romantic comedy from the Croatian director Hrvoje Hribar.",2006-05-25,2014-03-28,2017-11-02 4:18,NA,NA,NA,NA,NA,0
What Our Fathers Did: A Nazi Legacy,NA,0,KEN JAWOROWSKI,Review: ‘What Our Fathers Did: A Nazi Legacy’,"In this documentary, Philippe Sands, a human-rights lawyer who lost members of his family in the Holocaust, retraces the history of two men.",2015-11-05,2015-11-06,2017-11-02 4:18,26149,Documentary,David Evans,"Philippe Sands, Philippe Sands",Niklas Frank,0
What To Expect When You're Expecting,PG-13,0,A.&#160;O. SCOTT,Delivering Babies by the Book (Abridged ),"“What to Expect When You’re Expecting,” directed by Kirk Jones, takes the edge off Heidi Murkoff’s best seller, probably for the dads, mostly.",2012-05-17,2012-05-18,2017-11-02 4:18,41102171,Comedy,Kirk Jones,"Shauna Cross (screenplay), Heather Hach (screenplay), Heidi Murkoff (books)",Cameron Diaz,0
What We Become,NA,0,JEANNETTE CATSOULIS,Review: ‘What We Become’ Finds Zombies in Broad Daylight,This Danish horror film focuses on a family’s breakdown after a virus threatens an affluent suburb.,2016-05-12,2016-05-13,2017-11-02 4:18,NA,Horror,Bo Mikkelsen,Bo Mikkelsen,Benjamin Engell,0
What We Did On Our Holiday,PG-13,0,JEANNETTE CATSOULIS,Review: &#8216;What We Did on Our Holiday&#8217; Transfers Sitcom Formula to the Big Screen,David Tennant and Rosamund Pike star as squabbling parents in this family movie directed by the team from the BBC sitcom &#8220;Outnumbered.&#8221;,2015-07-09,2015-07-10,2017-11-02 4:18,2662550,Comedy,"Andy Hamilton, Guy Jenkin","Andy Hamilton, Guy Jenkin",Rosamund Pike,0
What Women Want,NA,0,MIKE HALE,A Faithful but Strained Adaptation,“What Women Want” is a Chinese remake of the American romantic comedy that starred Mel Gibson and Helen Hunt.,2011-02-04,2011-02-03,2017-11-02 4:18,181483882,Comedy,Nancy Meyers,"Josh Goldsmith (story), Cathy Yuspa (story), Diane Drake (story), Josh Goldsmith (screenplay), Cathy Yuspa (screenplay)",Mel Gibson,1
What's Your Number?,R,0,STEPHEN HOLDEN,Mining Past Boyfriends for Husband Material (You Never Know),"As a woman in her 30s approaches “the number” (of sexual partners, which will make her unmarriageable), she takes a look back at her boyfriends.",2011-09-29,2011-09-30,2017-11-02 4:18,14008193,Comedy,Mark Mylod,"Karyn Bosnak (novel), Gabrielle Allan (screenplay), Jennifer Crittenden (screenplay)",Anna Faris,0
When Comedy Went To School,NA,0,NICOLE HERRINGTON,Catskills Comedy Era Is the Focus of Documentary,"Jerry Stiller, Jerry Lewis, Jackie Mason and other headliners are featured in “When Comedy Went to School,” a documentary about the Catskills comedy circuit.",2013-07-30,2013-06-06,2017-11-02 4:18,367913,Documentary,"Mevlut Akkaya, Ron Frank","Lawrence Richards (conceived by), Lawrence Richards",Robert Klein,0
When Harry Tries to Marry,PG-13,0,MIKE HALE,Longing for Marriage,"In “When Harry Tries to Marry,” a young man longs for an arranged Indian marriage.",2011-04-21,2011-04-22,2017-11-02 4:18,38261,Comedy,Nayan Padrai,"Ralph Stein (screenplay), Nayan Padrai (screenplay)",Rahul Rai,0
When I Saw You,NA,0,JEANNETTE CATSOULIS,"A Confused Boy Wants to Play, Even When Others Want to Fight","In “When I Saw You,” a young Palestinian boy runs away from a refugee camp in 1967 and ends up with a band of volunteer soldiers preparing to fight Israelis.",2014-01-14,2014-01-15,2017-11-02 4:18,NA,Drama,Annemarie Jacir,Annemarie Jacir (screenplay),Mahmoud Asfa,0
When in Rome,PG-13,0,A. O. SCOTT,Coins and a Fountain That Make a Magic Mess,“When in Rome” fails to produce anything much in the way of worthwhile complication.,2010-01-28,2010-01-29,2017-11-02 4:18,32578915,Comedy,Mark Steven Johnson,"David Diamond, David Weissman",Kristen Bell,0
When the Bough Breaks,PG-13,0,NEIL GENZLINGER,"Review: ‘When the Bough Breaks,’ Blame a Scary Pregnancy Surrogate","This movie, about a well-off couple and the woman they hire to carry their embryo, looks for suspense in a genre that has little left.",2016-09-09,2016-09-09,2017-11-02 4:18,NA,NA,NA,NA,NA,0
When The Game Stands Tall,PG,0,ANITA GATES,Savoring the Agony of Defeat,“When the Game Stands Tall” recounts how a high school football team with a record-breaking winning streak handled losing.,2014-08-21,2014-08-22,2017-11-02 4:18,NA,Drama,Thomas Carter,"Scott Marshall Smith (screenplay), Scott Marshall Smith (story), David Zelon (story), Neil Hayes (book)",Jim Caviezel,0
When Two Worlds Collide,NA,0,GLENN KENNY,Review: ‘When Two Worlds Collide’ Portrays a Battle for the Amazon,This dutiful documentary casts indigenous protesters against the government and commercial interests intent on exploiting Peru’s rich natural resources.,2016-08-16,2016-08-17,2017-11-02 4:18,NA,NA,NA,NA,NA,0
When We Leave,Not Rated,0,A. O. SCOTT,When Two Cultures Collide Under One Roof,"In “When We Leave,” a Turkish-German woman breaks away from her Muslim husband.",2011-01-27,2011-01-28,2017-11-02 4:18,16218,Drama,Feo Aladag,Feo Aladag,Sibel Kekilli,0
When You're Strange,NA,0,STEPHEN HOLDEN,"That Fire, Lighted and Doused","Tom DiCillo’s film “When You’re Strange” assembles clips of the Doors shot between 1966 and 1971, with solemn narration by Johnny Depp.",2010-04-08,2010-05-12,2017-11-02 4:18,NA,Documentary,Tom DiCillo,Tom DiCillo,Johnny Depp,0
Where Are You Taking Me?,Not Rated,0,DAVID DeWITT,Welcome to Uganda. Please Look Around.,"Kimi Takesue’s “Where Are You Taking Me,” is a tour of Uganda that is not quite a travelogue and not quite an art show.",2012-03-01,2012-03-02,2017-11-02 4:18,NA,Documentary,Kimi Takesue,NA,NA,0
Where Hope Grows,PG-13,0,NEIL GENZLINGER,"Review: &#8216;Where Hope Grows,&#8217; a Baseball Career Lost and Relationships Found","Chris Dowling&#8217;s film begins with a clich&#233;d character, the failed athlete with a drinking problem, and features a young man with Down syndrome in his first acting role.",2015-05-14,2015-05-15,2017-11-02 4:18,NA,Drama,Chris Dowling,Chris Dowling,Kristoffer Polaha,0
Where Soldiers Come From,NA,0,JEANNETTE CATSOULIS,"From Michigan to Afghanistan, and Back",“Where Soldiers Come From” follows young military recruits from Michigan to Afghanistan and back.,2011-09-08,2011-09-09,2017-11-02 4:18,38151,Documentary,Heather Courtney,NA,NA,0
Whiskey Tango Foxtrot,R,0,NICOLAS RAPOLD,"Review: In ‘Whiskey Tango Foxtrot,’ Tina Fey as a Wisecracking War Reporter","Based on Kim Barker’s memoir, “The Taliban Shuffle,” the comedy depicts the battle-tested experience of a journalist in Afghanistan.",2016-03-03,2016-03-04,2017-11-02 4:18,18356529,Biography,"Glenn Ficarra, John Requa","Robert Carlock (screenplay by), Kim Barker (based on the book ""The Taliban Shuffle: Strange Days in Afghanistan and Pakistan"" by)",Tina Fey,0
Whisky Galore,NA,0,JEANNETTE CATSOULIS,Review: Even Laughs Are Rationed in a ‘Whisky Galore!’ Reboot,"The islanders are still driven to lawlessness after their whisky runs out, but this remake lacks the luster of the original.",2017-05-11,2017-05-12,2017-11-02 4:18,NA,NA,NA,NA,NA,0
White House Down,PG-13,0,MANOHLA DARGIS,Have a Nice Visit; Come Save Us Again,Channing Tatum rescues the president (Jamie Foxx) and the nation in the action-adventure “White House Down.”,2013-06-27,2013-06-28,2017-11-02 4:18,73103784,Action,Roland Emmerich,James Vanderbilt,Channing Tatum,0
White Irish Drinkers,R,0,STEPHEN HOLDEN,John Gray’s ‘White Irish Drinkers’,"Set in the Bay Ridge area of Brooklyn in 1975, “White Irish Drinkers” is a fill-in-the-blanks kitchen-sink drama.",2011-03-24,2011-03-25,2017-11-02 4:18,NA,Drama,John Gray,John Gray,Nick Thurston,0
White Rabbit,NA,0,NICOLAS RAPOLD,"Review: In ‘White Rabbit,’ a Bullied Teenager Is Pushed to the Edge","The director Tim McCann&#8217;s drama about a disturbed loner stars Nick Krause, Britt Robertson and Sam Trammell.",2015-02-12,2015-02-13,2017-11-02 4:18,NA,Drama,Tim McCann,"Anthony Di Pietro, Anthony Di Pietro",Nick Krause,0
White Reindeer,Not Rated,0,JEANNETTE CATSOULIS,"After Great Loss, a Sexual Feeling Comes","As Christmas approaches, a woman manages mourning through experimentation.",2013-12-05,2013-12-06,2017-11-02 4:18,NA,Comedy,Zach Clark,Zach Clark,Anna Margaret Hollyman,0
Whiz Kids,NA,0,JEANNETTE CATSOULIS,Smart Students Go After Intel’s Science Prize,A documentary looks at high school students with big dreams and great brains.,2010-06-03,2010-06-04,2017-11-02 4:18,NA,Adventure,NA,Philip DeGuere Jr.,Matthew Labyorteaux,0
Who's Crazy?,NA,0,GLENN KENNY,Review: The Soundtrack Is the Star of ‘Who’s Crazy?’,"Featuring Ornette Coleman and Marianne Faithfull, the music provides counterpoint to a tale of patients from a psychiatric institution on a kind of holiday.",2017-03-09,2017-03-10,2017-11-02 4:18,NA,NA,NA,NA,NA,0
Whores' Glory,Not Rated,0,STEPHEN HOLDEN,"3 Settings, 3 Countries and the World of Women Who Live by Their Bodies","Michael Glawogger’s documentary “Whores’ Glory” compares the world’s oldest profession, as practiced in three settings, in three countries: Bangladesh, Thailand and Mexico.",2012-04-26,2012-04-27,2017-11-02 4:18,31313,Documentary,Michael Glawogger,Michael Glawogger (screenplay),Emma,0
Whose Streets?,R,0,GLENN KENNY,"Review: Anatomy of Ferguson, From a Shooting to Activism",The documentary “Whose Streets?” examines the protests that came after the traumatic police shooting of Michael Brown in 2014.,2017-08-10,2017-08-11,2017-11-02 4:18,NA,NA,NA,NA,NA,0
Why Him?,R,0,JEANNETTE CATSOULIS,"Review: ‘Why Him?’ Better Yet, Why This Movie?","Proving definitively that slapping James Franco’s scenery-eating grin on any old drivel doesn’t guarantee entertainment, this film is trite, crass and moronic.",2016-12-22,2016-12-23,2017-11-02 4:18,NA,NA,NA,NA,NA,0
Why Stop Now?,R,0,STEPHEN HOLDEN,"An Addled Mother and Her Prodigy Son Need Drugs, and Fast","In “Why Stop Now?” the shenanigans begin when a cocaine addict, played by Melissa Leo, is badgered by her son, portrayed by Jesse Eisenberg, to enter rehab.",2012-08-16,2012-08-17,2017-11-02 4:18,1641,Comedy,"Phil Dorling, Ron Nyswaner","Phil Dorling (written for the screen by), Ron Nyswaner (written for the screen by), Phil Dorling (source material: 'Predisposed',  a short film written by), Ron Nyswaner (source material: 'Predisposed',  a short film written by)",Jesse Eisenberg,0
Wiener-Dog,R,0,A. O. SCOTT,"Review: ‘Wiener-Dog,’ the Tail That Wags Through a Few Bitter Lives","As usual, Todd Solondz focuses on the awfulness of our species, dramatized in this film through dark, deadpan comic vignettes in the presence of a dachshund.",2016-06-23,2016-06-24,2017-11-02 4:18,NA,NA,NA,NA,NA,0
Wild Canaries,Not Rated,0,NICOLAS RAPOLD,"Review: ‘Wild Canaries’: Love, Death and Suspicious Minds","In this caper by Lawrence Michael Levine, a young Brooklyn couple suspect the worst after a neighbor is found dead.",2015-02-24,2015-02-25,2017-11-02 4:18,5726,Comedy,Lawrence Michael Levine,Lawrence Michael Levine,Sophia Takal,0
Wild City,NA,0,NICOLAS RAPOLD,Review: &#8216;Wild City&#8217; Follows Two (Very) Good Samaritans in Hong Kong,"This movie, directed by Ringo Lam, features a former cop and his cab-driving stepbrother who take extravagant risks in protecting a woman from triad gangsters.",2015-07-30,2015-07-31,2017-11-02 4:18,17181,Action,Ringo Lam,"Ringo Lam, Koon-Nam Lui, Frankie Tam",Louis Koo,0
Wild Horses,R,0,STEPHEN HOLDEN,"Review: &#8216;Wild Horses,&#8217; a Film by and Starring Robert Duvall","This melodrama, Mr. Duvall&#8217;s first directorial effort since &#8220;Assassination Tango&#8221; in 2003, also stars James Franco and Josh Hartnett.",2015-06-04,2015-06-05,2017-11-02 4:18,NA,Crime,Robert Duvall,"Robert Duvall, Michael Shell (story)",Robert Duvall,0
Wildlike,NA,0,DANIEL M. GOLD,Review: ‘Wildlike’ Pits a Teenage Girl Against the Alaskan Wilderness,"Frank Hall Green’s film stars Ella Purnell as a 14-year-old escaping a sexually abusive uncle, and Bruce Greenwood as a backpacker who helps.",2015-09-24,2015-09-25,2017-11-02 4:18,NA,Adventure,Frank Hall Green,Frank Hall Green,Ella Purnell,0
Willets Point,NA,0,JEANNETTE CATSOULIS,Latino Family Drama,"In “Willets Point,” a Latino family unravels under financial and medical pressures.",2010-11-25,2010-11-26,2017-11-02 4:18,NA,Drama,T.J. Collins,T.J. Collins,J. Antonio Brito,0
Wilson,R,0,A.O. SCOTT,"Review: ‘Wilson,’ With Woody Harrelson as a Misanthrope","A movie, based on Daniel Clowes’s graphic novel, about a man’s well-requited contempt for humanity.",2017-03-22,2017-03-24,2017-11-02 4:18,NA,NA,NA,NA,NA,0
Winnie,R,0,STEPHEN HOLDEN,"A South African Heroine, With the Flaws Air-Brushed",Darrell J. Roodt’s biopic “Winnie Mandela” is a sanitized dash through a life of fortitude and controversy.,2013-09-05,2013-09-06,2017-11-02 4:18,NA,Biography,John Korty,"Jamie Pastor Bolnick (book), Joyce Eliason (teleplay)",Rutanya Alda,0
Winter in the Blood,NA,0,JEANNETTE CATSOULIS,"Montana Skies, Childhood Wounds","&#8220;Winter in the Blood,&#8221; based on a 1974 James Welch novel, is the story of an alcoholic Blackfoot Indian man in Montana.",2014-08-19,2014-08-20,2017-11-02 4:18,NA,Drama,"Alex Smith, Andrew J. Smith","Alex Smith, Andrew J. Smith, Ken White",Chaske Spencer,0
Winter on Fire: Ukraine's Fight for Freedom,NA,0,A. O. SCOTT,‘Winter on Fire’: The View From the Trenches of a Political Uprising,This documentary by Evgeny Afineevsky captures the immediacy of the street protests in Kiev in early 2014 that resulted in the ouster of Ukraine’s president.,2015-10-08,2015-10-09,2017-11-02 4:18,NA,Documentary,Evgeny Afineevsky,Den Tolmor,Bishop Agapit,1
Winter's Tale,PG-13,0,A. O. SCOTT,Demons at Work in Snowy Magic of New York,The film adaptation of “Winter’s Tale” partakes of wide-eyed mystical wonder but pitches helplessly into ridiculousness.,2014-02-13,2014-02-14,2017-11-02 4:18,10628616,Drama,Akiva Goldsman,"Akiva Goldsman (screenplay), Mark Helprin (novel)",Colin Farrell,0
Wish I Was Here,R,0,STEPHEN HOLDEN,"For a Struggling Actor, New Roles",“Wish I Was Here” looks at a middle-class family forced to change its ways by the costly illness of its patriarch.,2014-07-17,2014-07-25,2017-11-02 4:18,NA,Comedy,Zach Braff,"Adam J. Braff, Zach Braff",Zach Braff,0
Wish Upon,PG-13,0,JEANNETTE CATSOULIS,"Review: A Music Box to ‘Wish Upon,’ With a (Deadly) Catch","A teenager unhappy with her circumstances falls prey to a strange box, and it doesn’t bode well for the resident high school meanie.",2017-07-13,2017-07-14,2017-11-02 4:18,NA,NA,NA,NA,NA,0
Wish You Were Here,R,0,STEPHEN HOLDEN,"Four Go Over, but Only Three Come Back","In “Wish You Were Here” two Australian couples go to Cambodia for a whirlwind vacation. When one in the group disappears, secrets about the others emerge.",2013-06-06,2013-06-07,2017-11-02 4:18,803093,Drama,Kieran Darcy-Smith,"Kieran Darcy-Smith (screenplay), Felicity Price (screenplay)",Felicity Price,0
Wolves,NA,0,NEIL GENZLINGER,"Review: In ‘Wolves,’ a High School Athlete Can’t Outrun Clichés",Taylor John Smith and Michael Shannon star in a sports film that transcends its stock characters for a while but eventually disappoints.,2017-03-01,2017-03-03,2017-11-02 4:18,NA,NA,NA,NA,NA,0
Woman in Gold,PG-13,0,STEPHEN HOLDEN,Review: ‘Woman in Gold’ Stars Helen Mirren in Tug of War Over Artwork,This drama based on real-life traces the legal battle by Ms. Mirren&#8217;s character to regain possession of a priceless canvas stolen from her family by the Nazis 60 years earlier.,2015-03-31,2015-04-10,2017-11-02 4:18,NA,Biography,Simon Curtis,"Alexi Kaye Campbell, E. Randol Schoenberg (life story), Maria Altmann (life story)",Helen Mirren,0
Women Who Kill,NA,0,KEN JAWOROWSKI,"Review: She Hosts ‘Women Who Kill,’ and May Be in Love With One","In Ingrid Jungermann’s droll comedy, ex-lovers who produce a podcast about serial killers find themselves at odds when a new romantic interest emerges.",2017-07-25,2017-07-26,2017-11-02 4:18,NA,NA,NA,NA,NA,0
Won't Back Down,PG,0,A. O. SCOTT,A Political Football in the Classroom,"“Won’t Back Down,” an education drama that takes a good-versus-evil tack, stars Maggie Gyllenhaal and Viola Davis.",2012-09-27,2012-09-28,2017-11-02 4:18,5308553,Drama,Daniel Barnz,"Brin Hill, Daniel Barnz",Maggie Gyllenhaal,0
Wonder Wheel,PG-13,0,MANOHLA DARGIS,"Review: ‘Wonder Wheel,’ Woody Allen’s Coney Island Memory Palace",Kate Winslet plays an unhappily married woman whose affair with a local Romeo is derailed when he falls for her stepdaughter.,2017-11-30,2017-12-01,2017-12-30 17:44,NA,NA,NA,NA,NA,0
World War Z,PG-13,0,A. O. SCOTT,These Dead Don’t Walk. They Run.,"The love-scare affair with zombies is exploited yet again in “World War Z,” with Brad Pitt as the hero trying to save the world as well as his family.",2013-06-20,2013-06-21,2017-11-02 4:18,202351611,Action,Marc Forster,"Matthew Michael Carnahan (screenplay), Drew Goddard (screenplay), Damon Lindelof (screenplay), Matthew Michael Carnahan (screen story), J. Michael Straczynski (screen story), Max Brooks (based on the novel by)",Brad Pitt,0
